user_id,num_sampled_business_commented
d8NutNI8ScRUKTV8aCQ2zQ,3
bFNn1jLP8bC_stWDEnhzuw,6
DSS-x74tkEaWlX1zabSsBg,3
S-lf6uzJIxePKmzBwrb6SQ,2
MilV4vIlsFSraRnyWT75Ng,1
AeXIaWRWZYO39Ckq9Lx2Wg,1
TGuJ8YbjbDql5afLyajMSw,1
zjW0LMw1IbVX_iPrapARuA,10
imOM0o-SD7f0Cscsmvbc7A,1
wQcw8tdO0U62fi8NBXhNiQ,1
yo5YciKwNl794vEeBE80BQ,2
TFvhSVpxUgZWks1cZqpakA,8
eeUXJilyclQzBa5JlXUWTQ,1
k9k1Gklj-R0Zs0J7O1Smlg,5
7TJ67dRs_EkvfYgxTSaM4Q,1
fRk-mts_GjUfqHaxt4VG5g,1
H7Ej09s9vrmgLDh9CrruYQ,1
zT08X2M_eYAD8F5awalHBw,1
sAb47uEcSjK3uQcylhkhPw,2
j7gM2jTyQu3EIXVDvZSQ8Q,7
vuVB1uLoX1PDWtAI32vroQ,1
VaUgmU6O7KQK2WCfI_eboQ,1
NZoQ9t9oQsr3unJeLkElHQ,2
X1M9JHEHlLuI1GmTI-WUzQ,1
GBkpGphLJ7-MkE2d7CSaGQ,5
0-5BuFi5Y5t6muChdJNakw,1
rTlGtqhX_c_W5XfFXz4k8g,1
xLJhiR7QIbLTFWX6FzUQ7A,2
KFV9jDa1Lb36nZ5MGcrVcQ,1
VTZuIQquCd2tfCv1aazxsg,2
__GHy1xxetn0SBqP4b_odA,5
JoVuMN8MjB7uVcBYS4IbZg,3
WIDiCSoG68ScNeLLhORN6A,13
QgXmfJtDOVHhXGMYfGhdLw,1
vRJR0zp4GK3oZXi-aJ5mRA,1
roKK2ICF2T0FKQCgY3IlAw,2
ElN0bVArCpXS0jvvqMc5vQ,3
fTKdyc-GV9VResVjqXtehQ,5
uQNXy7yuAhI2L--tULngEQ,1
Mzn_xh3f-AWbhzKf3kt2jA,1
O7zl7JiA900pPQ1onnsqDA,1
8MtAX3ahPRJMTR486DgvnA,1
RKYJW6Vm67A7UuaUR0btlA,7
AvGJVv7Z3a0q1MJT1Ykd0w,24
hrjir8skT6oJWiLx0NekLg,2
CApmzzR3_Eb9E6kLbG4W9g,1
cBxI2yIbDQiNDijPD1CcYA,1
0Etp5ysUV6wI7IoG1Xt02Q,6
M7Nlnb76WozvXfiFojXkvw,1
w_RrPXOq6O3mx4hb1zcjwA,2
YvQqaq8ALLbjD6lFAespEw,2
sHgqyvIrE40R3jFeGm68Dw,2
ZKjMO6oUDPMjl6Bg-yMiMg,10
L9rylLF02N2Wn06sdFxzHw,1
hkFg4x6RGLut89gsPAIaUw,1
X1nvKXUJ5Lp3W9Oe-_JrMQ,13
wf94vhfXJgc-lbH7rbBuVA,1
jblC9mv2hXuEsUGkJJuMGA,1
ePy8DNYiL9fNUKzjjK1CyA,1
ExZtSBB1S6StJMMmuzUGjQ,1
8j0ekVUxdDzmiy_KAJ5stg,7
wGqF01YaUYyF0aK8R8H9Lw,4
6YAFeSx9F9PhLOQ97A2Jcg,1
QtGyMKL7X3m9V7Gy8h_Nww,1
8F40CcWfYuIh_vaP0Ca4cw,6
PJspwegRxaomvkJyACbszw,2
KICRrf7TdSOms4l_Q-mgTQ,6
hL6NtJvorRgVw6qE9OdnEA,1
9o0wWRNXqDLwTyLUQvLruw,5
tm-MW5-pJholTZZtImkLMw,1
1kkJqXI8G-Kfug3GOh-FSA,1
KbZdafPefe2BEPeEfdomgw,1
ItsOPfvXxEnpDXlpXOKeLQ,3
xPDSYHOIf3A2iUh_iRUWyQ,2
fg3ed8OnD28mT_Zx7K8wlA,1
iUz2yXK4jm7bJTF9xQbUFQ,1
RycuS3TlPJKYCN6jaqgc7w,10
4kdZeaB9STInfiIO7EdM5A,3
jSMzad5HEiAT_yfbwU-rCg,1
OfhZlqYMrCVAhM-bt_cQug,8
ICw21AAE_MioRrwrJfqBXA,1
S9Qgg-EVGGe_Y07FO3-sMQ,1
tluGCUdXawP20RJechrKIg,5
oObiUzoXn7ySlNFnAcGmCw,1
vFIIeMEHtBQdApYCLF73AA,1
8cSkCv2mPLOr0cej6IPtQw,1
S84rIUvqA2S0gtpmoK3k_w,4
9-DLomZZhg4TkyMyqMUvqw,1
jWKdeT2RXBEw8g2AlXpNjw,2
kup6Yf6GLCdWfjjDt3RXdw,1
Fg2PSDGWLL7mHhRbp_6UxA,9
qRg_8ByuH12bAd5Yjvxu0g,1
Ox-TD5ZzhVw64jHiRBoVRQ,1
VU1j-j7ocONeV7U9Ow-pmA,1
4Z9wNgzwwQVzDUbbQ4ptSA,1
PYsX4-IZ57V979Lpht6--w,1
xckudQk_4oRMQwNp5GwggA,2
eqz4HWJldPojRJyxxakjzA,1
UX4eeWRx008m2Qzn0jtpqQ,2
pFN5sdkpfiMDbjR8J_dB5g,1
x7d-kJvkKPjgh3t9magcmQ,2
QTpNAlCv1J5fLKmTyBJZxQ,2
hyv-a2bBQehwaTIeYlKecQ,5
oLvIjpLBSaJPuvgZ3BGDEg,7
mXreKvVJ-t6t8_MVZjKXGQ,4
nLJC52Aq28zhXlrLJF_y7A,2
CFyvX-AZh6cunAMu_zoF_w,4
gfgmDx2NPT6he--w92mFvw,4
AQlsQqEcQbFYNvOupC1Mrg,3
yU_Tz3-1dkuJa87P5dPc3w,1
6DrKoAxWowKnJEG6alpHhg,3
r4wmJCBhJFrPmpgtNhEnYw,4
pB1p8X15hy5YOrD-xegA6Q,6
-nF3ET7RmAzBwZSNrj4xVA,3
gNtQyGKf-s2pXNH-HMEX5w,8
JQgBv9P4D0BSTlWh8JWM3A,1
N0z6z49Ae8xJXE677xuGYw,2
qL96M4f8zBingnTe2_iC-g,7
OnyaJzV9GwI7DD4x6rjd1g,1
vo7ySU82UBp_L1NQO-rWtA,1
NPSo2eanIYU8sRIeToBpIw,2
A6IAxWqJQC9nWl3c_etjQQ,1
LnFvqzd441rn_y0tXr8_Qw,4
4MQ3_IDcpb6Fd5fImXGwxQ,1
kvgBWSot-IkxjStxiEx4vw,3
gr528N9hWldCgfKp99zWKw,8
l_5iaa0MREofT7KIZIH4ug,4
nBJwqzbvv4S-XMR6QI4YbA,2
qQ4v3-TykvfHF7YmpfUifg,6
MEgTog8Eot2kupiPE_1pmA,32
Bk5bKEfneDyEcdX1tU-pkQ,1
kmOu1kiWfdVMYmKSN-sIrg,1
5ZFvrcuob1s9vmBp8DgN_Q,1
3L5Z0c5_A-Ws3aAFH85lAQ,1
sJEPBPuDyrRTOkzlkUPpWg,4
_HfK5JQfM_cffaTQXnx-AQ,1
2YXRimt-mM6wb6AicaCgHw,2
Q7T3lSbHiuugcA7vOUqyZg,3
6s5oAK8w33eVbe-GFahvpQ,1
1-tJlzgt9xlXIzzFhE08Ag,1
bNXb6gdBaA02eiRav7SkwQ,1
LLavtpD31qN5CMhwTPXT3w,1
Ge2MjIQ3zPCTuFeKZTCbEQ,1
WBR41ZUpnl4hW5stYd5E2A,5
hYidMeEOmQfwwUto6bffkA,3
N9bnL8pE9lVcUakEmCwIUA,2
5AMQAgS3GwaxtgS_iGAs4Q,1
T50lQ6-B7Iu_0mMudKKCIA,1
3D9WSR2FRUKzRNHg07FmPA,1
zq6KZLkucmLvvP9G5327WA,1
qm796RfFpk4hWp2W9yEHCg,12
ak8v6knD6AAE5EEIId4gzw,1
XL0_FA6B9CceFH0jXhM3KA,8
hJt1Wq0j5Xfha6BvgwE5pQ,2
xOFcwFrmjwnXYjLqxk_rjQ,2
0us9bFdds4rqm117K-DCHw,6
ZE9sNzVCcqUZC41MifNK1g,1
RERAoiNHsVb5NAi9xRoeEQ,1
eEIc_3Q7J1WuQ7daEoh0qQ,3
ei3O4gS4YaEfQW2vpDdYkA,24
Mt4iYBMsNmsXLjHe4JIIEw,7
37B_7QH_Mp7FtfKwNJ62tg,1
CYyd1nzhxyIn1Hqgp_0gXA,2
nyWppKm_9Ll6Np46FAD5Ew,1
dGuSOKVY3N8BCfIS1EyuAQ,2
vUtM9pBRwNkhfNkmprbJtw,4
2ou0ZROI7JUGs1es7QwJKA,1
lqHAb35BIqVtPAWz2QEb4Q,7
8A1jV-C6uhTz9y5Be_Y4Kw,4
YUFCADsqp_OlTVWt1SZHzA,1
HB5trhLKarXUXWCGz-SEyQ,1
Lpn57OK2ubkFrUF62Cmwkg,1
2ZPqO2RztMJcEOGwU69v1A,1
c-FDQvav6aIQrdb9589-CQ,1
OxMgPvVSCccI8D51NFoB4Q,5
TfVAMEM0rhd17vXbZDm9tw,2
x2dYAZc_ir1aE2Sehtcs_A,1
NHV3kN2Kqabicb7VQQew7w,5
IC36Xf--8l4X7_OiPVd3PQ,1
7dOxvL-lgDGWie57EmC7jA,1
FM8xX_vzxjBQq7_3X_WtVw,1
PfMObQ3LxKtfLwKorzgRXg,1
_i0LGpW_NrVbnpwi1Vx8Kg,1
XrEpHpp7kf73SLeSpIaCMA,1
4RIQN5OZssov3nEtwayZsQ,1
KUUAEyXq3skR29hj_aCzyQ,1
gbt8fxFlcyfBvcfvtVtXyA,1
ypg0FdxgEcDdYP6nYBcq0g,5
fEW_RkAbtUa3ZxsNWg-sig,1
6rEJ1iZLzQf-Fpnw7J9Obw,1
JLrP7WR1QJJgnJqcbD-UFw,6
lU9v6r4bo6nh1i5z4Z-BDg,35
ktaLpEinTe4dA8lU9VwLwQ,1
h1NSnbeEgrFIh3LKTLcZRA,2
doSNzpW5jlqNOrl874Rghg,1
WbQdnAE5OM3bqWd0jVJ9-g,1
DSzwuWgKjOOoxG0EGeJejw,1
MSQbs82qxqX8pgYroEVpQA,1
hHnzWvFZSM2kAF3w1LdThg,7
4nt4mdI8PcHZn350cFzsVQ,2
cSNER_qF_bb1t7kN0kZ44Q,1
hoEKtckOR1bf0u8X4k0HPg,2
DBqewQo7fjPxxx0kCqx05A,1
F31en9sWWjMi_OfZmHlYzw,4
gaGUg2RAEJ-wTuYhgCFEhQ,1
mm0e9LVBM1lQ6HPIbktoSA,2
dgXITocD-s3pPrW9gwpI9Q,1
flRJ56CSuNzrq4UikIPeUw,5
-YUyhgqJMz-qnLVRNw-r6g,1
Y0zkXeq1GtYa0si2g8oXAQ,2
WEX1IiUcljZl7vv2xcjacw,6
UJRpPvSeI3fJ7WH7mAPWXg,1
pd7I_nh3UDW6eLS8mqJYKw,1
DqDoIO8gGkJ9L_dAAGnkPQ,1
89jHtPMRv7iPj0Wa9RWhFQ,1
xArneMw-cScJbx762lrlgw,4
-HYCAMf2ml717YD5Y9PKIg,16
wPpMjmTAiQCJtuaUNjQI9w,2
DJp-RvWsIyX9z-8SN2N7Ag,19
ZAyI1S8Fq76OrIXfj8ti_g,1
JQdgLo7A3MzmTiT5OTXkrw,1
HdYe2luhN2VxufMl_Cb6Ow,1
bAkCHYUGeLqm2EVfIGixhw,1
nIBmrX2wd9X51tVg0D5Rzw,1
w6TgUZE6xCJJufVhpXRIOQ,2
YFmrdbYxg_tWvJBKDKl37g,1
BdAEfF1ZbwrGAzAQYZTzvQ,1
viWkK6--5ChiN3hlZ8XqTg,13
8EMU7d4pCkdqUnvlIW40CA,59
h2LtQ1s5X20d0yrdqUMJ0Q,1
4kFvXH1et2EiGYE3eD1wYg,9
OhD7heOwDUkFI20JpXd4pg,3
RG91_Obi7yhHKAs5tUYgDQ,8
t77iaBQb3pyj2rtwffiLEg,8
dYFpTMEfNDBak5drqdSj7Q,1
UMtzvn7jN7pA0zSNlsyVgg,2
802v41-dIYV7kX39vgcuOg,2
1W5mUJo5antsQb-TETFgTg,4
VakMi08KFkooGRG4ekvVpQ,1
kVyfKfwila4en16As7BTIQ,2
spkspIaGx9aj8wsnGOVnqA,4
Pmsc7CHswG5Om0i-EOENDw,1
fQfj_G5PPtJ8OYxjeFN95w,1
xW_PU6RkiUtezxL0hVWG0A,1
t5kThtEHLfIL2ltBW5DTyw,1
OrStDm99IYXxsgqDXkFh1w,2
bWd0haUleknuW2-W2sRHhw,1
gEUNZBI82fSsregGy9LzdA,1
YoQog4svJnk0ZYt16RRpTg,1
KZeevXlrB1LDgjgsPwVS2w,2
PNaYNMSoVZDNtvohQmehbw,4
uafDucZEonTUFcEB7WJDug,4
iBGfKyRZdr9rdgUBrXxXkA,3
qs9_yIgen2NUxQCS-LiR_Q,9
0g4om-vl7c8l9Y_ufOjAxA,2
6DrcS1SDmQ0RUOFcEIC_cg,2
HHqz1Zq_TUByjdjJLrzzaQ,2
yGTCTMk8QYXVaRB1ZW1QCQ,6
QbmrfEiE7nEZg7_XlQzwbQ,1
59BPS4Arbd2cMrXQzP0LPw,1
pNPv9HdZKb08BVxBoVRqVA,1
8GcvGsbcBt5GUYfPuhL_2Q,1
QpYKkXLQd2GquwBBTqihDQ,1
BahC5sig_M-DJjFEAQO0VQ,2
e-GQhnfsqMbw56wFQjChfw,4
viA9AbOpmoqT3AgNOPAHyg,1
TG3KMNNJVDGHB_nA3MpkMw,3
m_FmkC-0_P3lWEMqh41oSw,1
PuBYdwGSTzkCTu0Zjm8rUQ,2
VEj1OuO6QrQMXFhuMZJ8cQ,23
O4iAzVQSAyWDcx7k-sCJpA,2
pUZfZh9WhX5D8NCaphdvzA,1
Sz84_SyrNYi4wsX__6haLQ,3
S1invg1YU9XViqShKVbU9Q,2
83RL7Mpq6nh8dGCpBTIKnw,4
jOlFSUXQr82oEvOtoexkKw,1
PV5L3t2zaEBYAKCTUYeiPg,4
6s9FRJJVwf9C9oNdhqHEuA,2
CjJhEzdWQNEKa7grwPRQyg,24
ofS7M8HgmXUy6_OrZUL5lw,1
yXuI1bKeFDFf7IhtshMmrg,1
yhgeaExV5Koq0us26HC_4A,3
pRn4DH-1_7QOmhC8oTX1Lw,1
3SZ3-7Tk4GNo4UyI2ENE2g,2
a5v82Vml4Zca9xH4K9Jmuw,1
LvJaWVpuGvladxwgi0UoWA,3
j_orXueAYJBft-VUNbs1IA,3
MkXDu9bVpaUq3QL6_RU9yg,5
Fn2QPdx903kmrZnRm-DcqA,1
P35GHswUEIMl0oDNSXF-rA,4
5DAEFVRJu5TBhCmV-G4ihA,1
aT5shoOPaUP6DUhghVbXiw,4
yOO5Dj4CU-UJsnVxsSpVPg,5
0zQoEssgAu219RiTagf1GQ,1
hmIK7QJFQSxiGxjzLh7jIA,1
YEmmWiwGEpdkpbUBdoI4vQ,2
rijTi0IGn8u9rgLe9pvPgw,3
3ZcX6qJ94Fb5FY6eXup8ow,1
fXJhiylJyjGspXTUi5EE0Q,2
xaMo_9ZkRlMrmggQ9fXoCA,2
y8otFyN_Rg0Vyk3MeLRPPw,1
piAZcrkS1Q_DOV7NjSoSMA,2
0yNLQ17z3Mr8VfasIlgRxQ,1
bJA3ZUDnDkeBb3eSRCLgTA,1
JyZ_a2b67ZIUHF1vhQO09g,1
ymdvKVk1N6EYDiRbIxUS7Q,1
GXV6HWUkedmEBjH-ohSV5g,2
XKl-t-ZPLuW4tutCWxeAwQ,1
7xZEl0VHwL9BaypLmSfDXg,1
4c0aYZZLTwToiWJEpt6gNg,1
MIRmO1q9rihLu4YS0O6QaQ,1
WeTPJIVlY6Nidsi-ddPdbg,3
XefK6M6-fjVPAxkspAOOTg,1
5_ZEL4aUntQNGxBReAnYLw,1
V8BCrtKRkvfEEyzIys1zcw,1
83Ri6AVgFk0F6VNfkE1ykA,3
cHOqzhbHmWU_Rqo22zAkEw,1
aF56vJ17QYZolYHgsruIIA,5
tx7RTGrlLKBG9c93lnio5Q,16
8-pGukyHedFtiwZBpPOfPA,1
Xaa12Zr3gzCvT9-8UAljZQ,3
zeWTgGIvPTGdSrRz-bLdKQ,1
ertmIsu11K2LT1ZBBh_c9A,1
vzEGRvzhTm2X2pVNFbwetw,1
UYUru3xoMi4S8MADstzveA,1
Qpddd2y-_LwCpHRvqfZRzw,6
GITf3SzHJWuco710YHHsdQ,2
lljeFLy-n-KbLF2wUyjCDw,2
KrIL3TIOJI-tjvU6BlcA-g,5
1oZkkRFlg3emE8ffLtnpmA,1
I0NxM0yfsPf4k-RRs6E8fA,2
FJLL19RiDdYOF67O4Ouy_g,6
RMjEYnvC-fhu8RoopYj2Ig,5
fHJ1kQI-oTM0qZVOktpLxA,1
Ih-EHe2IB9QaeOYDj-CCFg,2
SIGMyncbCt2P7Sq3sCnrvw,9
SoN8Vf4lI6nyrbKkMSpVqg,1
lu1GHhhuaigzDp7PWXsnJw,2
BnxEDeG1isMcJr9Re6Vl2w,1
vNlydqSYWvuDyJNxZ-ewog,1
LrAaBBABSRA7DjAg4hjd-w,3
1zyE713RTVjBoO55_XjZiA,2
nm4tRAo3sKZQ5HyLo28HJA,1
CGheOyjBDmAflUB8yUmrfA,1
-lAVeQpa1XveL85Dvm_ETg,2
S3IUiaj2TELlZSUpIZ7cRg,4
Vq6HnYZ8mKz2Yo_diVx1GA,7
P9FQMSwYQCy-k7fkRJTltQ,6
Mb7bUTOa-hoK4D9uutHoXA,13
MZjKKZujtjjFOw-tBPL23A,1
d2SmmiFbMXUxT5-cTzu0OQ,1
GFEsK1awykJRcVmhq6z2DA,10
xC0EwX1RMsM99vVVisKLfQ,16
f-LPFGoI-NBpCgRJyw9PAA,1
AYAYoJ1HXfk62DnCDe7ueQ,20
hARwoM8Tc-a8iB-uM2LCXw,7
RHYFj3-wRJ3oArnNchvJwQ,3
3lt493FvXxgNFWiIk7vA4g,11
DV2j3kkMDyN_zTslyi_awA,1
72g5ixkT1X40FyJgl_u-7A,1
PDsv1jjpNUv8jFl0e_bCxg,10
0vg3lFMGU-A9rwTQxL8TJw,15
Xejp85N5_YwaC7eOwO3MmQ,6
AF2wygvqImI9gbFijr13rw,12
dIRTUvNn9HSG7SlCB1CdKw,13
qgm-ii_cVcNRnsl5ifSHHA,1
54NdstWb5fvMs0no-vVbRw,1
DnvC-m22fZqZv3pAo16ZSg,13
Nx4MN1OjCdRXvN5TloFwgQ,1
fuDc9kGLd4YiOeVy6yETEQ,1
R9NSKwzn9zaoUJ-M5ck-jA,3
Ox31lUQKlSQVXllvA1laww,1
V4WFV_5VmUXwS7CV3JU1Vw,1
JwpGFZIf5782bwOPgyrZzw,6
-ujplEWI8UsANbtuIGu64g,1
8_xJU4HADrtjDtF6l-9eIQ,3
-Btcpcgv-2x9E-_hi34uYA,1
SYgVIFxAe0XWlcY1PPq_Gw,7
C-2yYnR4vrzm9IUxgAVEow,1
NGGd_11d2RXR8wTurenLgg,23
964Bdi-RhL6ETgRzfyOUNQ,1
